X,Y,OBJECTID,DATEEND,TIMESTART,TIMEEND,ADDRESS,CODE_DEFINED,ARREST
-8479258.39071509,5320152.82989823,279,2018/01/21,1500,1714,500 N  GEDDES ST,BURGLARY,
-8480831.32351938,5320197.85964761,280,2018/01/28,0200,0200,1900 W  FAYETTE ST,AGGRAVATED ASSAULT,
-8474907.73509838,5318643.1641075,281,2018/01/28,0300,1100,300 COMSTOCK AV,LARCENY,
-8476158.68317916,5313327.15367311,282,2018/01/22,1300,1303,100 DAWES AV,LARCENY,
-8473772.10936386,5316844.75598755,283,2018/01/28,2020,2020,300 KENSINGTON PL,ROBBERY,
-8477079.67541934,5321095.57257411,284,2018/01/21,1309,1309,900 N  TOWNSEND ST,LARCENY,
-8477788.87843445,5320670.21483885,285,2018/01/22,2030,1005,0 DUPLI PARK DR,LARCENY,
-8473387.89020637,5317073.65001209,286,2018/01/28,2018,2018,300 ROOSEVELT AV,ROBBERY,A
-8477327.26426702,5316454.14145292,287,2018/01/28,0900,1000,300 W  KENNEDY ST,LARCENY,
-8475422.64902428,5315291.6208913,288,2018/01/22,2319,2319,100 RONEY LN,AGGRAVATED ASSAULT,
-8476591.49860218,5315222.96036419,289,2018/01/22,2340,0005,100 FOREST AV,LARCENY,
,,290,2018/01/22,1310,1310,0 DESTINY USA DR,LARCENY,
-8475985.25220752,5319155.883374,291,2018/01/28,2230,0830,700 E  GENESEE ST,LARCENY,
-8475439.97671823,5321974.5393139,292,2018/01/22,2338,2338,1000 OAK ST,AGGRAVATED ASSAULT,
-8476135.10483429,5313452.87779274,293,2018/01/21,1709,1709,4000 S  SALINA ST,MV THEFT,
-8475777.86400822,5324139.2262535,294,2018/01/29,1830,0630,200 MAPLEHURST AV,LARCENY,
-8474885.19290616,5317124.36379379,295,2018/01/29,1140,1530,300 MOUNT OLYMPUS DR,LARCENY,
-8476708.10534019,5320961.59238251,296,2018/01/29,2359,2359,500 BUTTERNUT ST,LARCENY,
-8470479.70089869,5321555.77745118,297,2018/01/22,2020,2021,400 BURNS AV,LARCENY,
-8475714.74583234,5317663.0435739,298,2018/01/29,0853,0853,900 IRVING AV,LARCENY,
-8472369.54886746,5320034.25523222,299,2018/01/22,1330,1400,2200 ERIE BLVD E,LARCENY,
-8477187.76737947,5321280.66080146,300,2018/01/22,0845,0845,1000 N  TOWNSEND ST,BURGLARY,
-8476708.48356362,5319122.64852488,301,2018/01/22,1235,0500,400 E  JEFFERSON ST,LARCENY,
-8474845.1179769,5318847.42590362,302,2018/01/30,1507,1507,200 COMSTOCK AV,LARCENY,
-8475242.75768629,5319103.47403881,303,2018/01/22,1532,1532,400 UNIVERSITY AV,LARCENY,
-8477972.43178106,5317061.9399109,304,2018/01/22,1226,1238,600 SOUTH AV,LARCENY,
-8476334.90663693,5320234.8794298,305,2018/01/30,0000,0730,600 JAMES ST,LARCENY,
-8477788.62611794,5313611.74336278,306,2018/01/22,1700,0800,600 VALLEY DR,LARCENY,
-8479353.55732105,5318943.38943409,307,2018/01/30,2334,2334,200 S  GEDDES ST,MV THEFT,
-8477417.93405887,5321411.36003403,308,2018/01/30,1753,1753,800 N  SALINA ST,MV THEFT,
-8477401.07957629,5322845.1977202,309,2018/01/22,1225,1225,900 DANFORTH ST,BURGLARY,A
-8473711.55504243,5315725.30142076,310,2018/01/22,0001,1030,500 BUCKINGAM AV,LARCENY,
-8476459.64018529,5313602.46478461,311,2018/01/31,1025,1025,200 BALLANTYNE RD,LARCENY,
-8474691.33008396,5321031.52431407,312,2018/01/31,0820,1600,200 SEDGWICK ST,MV THEFT,
-8476471.45640108,5323975.64959801,313,2018/01/23,1630,1930,1600 COURT ST,LARCENY,
-8470377.47673733,5322182.4512566,314,2018/01/23,0500,0800,200 BOSTON ST,LARCENY,
-8470649.2637702,5321807.66727972,315,2018/01/31,2100,0745,300 CLOVER RIDGE DR,LARCENY,
-8474802.89409707,5318686.46424007,316,2018/01/23,1814,1814,1200 HARRISON ST,BURGLARY,
-8475009.78949695,5316023.33670828,317,2018/01/23,0941,0941,200 ROBERT DR,LARCENY,
-8474924.15634887,5317958.52343032,318,2018/01/23,1758,1758,400 UNIVERSITY PL,LARCENY,
-8471858.51443641,5320115.25636691,319,2018/01/23,1642,1642,2500 ERIE BLVD E,LARCENY,
-8476195.75471611,5312420.42561018,320,2018/01/20,2225,0254,4600 S  SALINA ST,BURGLARY,
-8475634.45191125,5318461.85740987,321,2018/01/23,1412,1412,700 IRVING AV,LARCENY,
-8476833.84061713,5322737.47800322,322,2018/01/31,1849,1849,700 FIRST NORTH ST,LARCENY,
-8477771.59608487,5321485.40926083,323,2018/02/01,1235,1235,200 BASIN ST,AGGRAVATED ASSAULT,
-8472735.16825978,5329331.09357306,324,2018/02/01,1019,1019,1000 COL EILEEN COLLINS BLVD,LARCENY,
-8474738.52312624,5317485.15293909,325,2018/01/23,0056,0056,800 COMSTOCK AV,LARCENY,
-8477682.4291293,5318623.97193878,326,2018/02/01,1900,1900,200 GIFFORD ST,LARCENY,
-8476837.84818719,5314713.70673277,327,2018/02/01,0110,0110,2200 MIDLAND AV,AGGRAVATED ASSAULT,
-8475422.64902428,5315291.6208913,328,2018/01/24,1700,1700,100 RONEY LN,LARCENY,
-8477920.37450885,5318626.71364245,329,2018/02/01,1200,0826,300 GIFFORD ST,LARCENY,
,,330,2018/01/24,1914,1914,0 DESTINY USA DR,LARCENY,
-8477835.71612156,5318178.45073581,331,2018/02/01,1201,1201,400 W  ONONDAGA ST,LARCENY,
-8474985.80191308,5318689.14184462,332,2018/01/24,0342,0342,1100 HARRISON ST,BURGLARY,
-8475090.07642446,5318437.53591902,333,2018/02/02,2120,2240,200 WALNUT PL,LARCENY,
-8480678.03666923,5319990.82625762,334,2018/02/02,2200,1127,1800 E  FAYETTE ST,BURGLARY,
-8478101.15780924,5316806.99079227,335,2018/01/24,0918,0918,300 HUDSON ST,MV THEFT,
-8476471.45640108,5323975.64959801,336,2018/01/24,1510,1510,1600 COURT ST,LARCENY,
-8477665.39721547,5319413.62468986,337,2018/02/02,1457,1457,300 W  FAYETTE ST,LARCENY,
-8476712.42021764,5318705.81946985,338,2018/01/23,0900,1815,800 S  STATE ST,LARCENY,
-8477447.65394691,5317860.54801356,339,2018/01/24,1220,1240,400 W  TAYLOR ST,MV THEFT,
-8478187.62480081,5318708.28058913,340,2018/01/25,1723,1723,0 COSTELLO CT,LARCENY,
-8476075.42093438,5318278.5198732,341,2018/02/03,1310,1300,100 LIGHT CT,AGGRAVATED ASSAULT,
-8478420.31035641,5317664.41429088,342,2018/02/03,2130,1100,700 W  ONONDAGA ST,LARCENY,
-8478023.36303658,5315288.83489474,343,2018/01/25,1800,1700,1600 SOUTH AV,LARCENY,
,,344,2018/01/25,2008,2008,0 DESTINY USA DR,LARCENY,
,,345,2018/01/25,1955,1955,0 DESTINY USA DR,LARCENY,
-8477202.49597903,5321930.59439749,346,2018/01/26,2230,2230,100 STUBEN ST,AGGRAVATED ASSAULT,
-8476117.19457497,5313596.23157235,347,2018/01/23,1113,1113,3900 S  SALINA ST,ROBBERY,A
-8471858.51443641,5320115.25636691,348,2018/01/25,1530,1530,2500 ERIE BLVD E,LARCENY,
-8473858.73540061,5320434.89725067,349,2018/01/26,1630,1630,1600 HAWLEY AV,LARCENY,
-8480831.32351938,5320197.85964761,350,2018/02/05,0005,0005,1900 E  FAYETTE ST,MV THEFT,
-8478793.50892987,5316562.41545928,351,2018/02/05,2257,2257,300 SUMMIT AV,ROBBERY,
-8476946.05071919,5320895.77450864,352,2018/02/05,2125,2125,400 BUTTERNUT ST,LARCENY,
,,353,2018/01/26,2035,2035,0 DESTINY USA DR,LARCENY,
-8476833.84061713,5322737.47800322,354,2018/02/05,1501,1501,700 FIRST NORTH ST,BURGLARY,
-8471197.78666868,5320221.229937,355,2018/01/26,1400,1400,2700 ERIE BLVD E,LARCENY,
-8476458.464255,5317380.6674949,356,2018/01/26,0845,0900,400 E  RAYNOR AV,LARCENY,
,,357,2018/01/26,2041,2041,0 DESTINY USA DR,LARCENY,
-8476833.84061713,5322737.47800322,358,2018/02/05,1832,1832,700 FIRST NORTH ST,LARCENY,
-8477972.43178106,5317061.9399109,359,2018/01/26,1217,1217,600 SOUTH AV,LARCENY,
,,360,2018/01/27,2200,1000,0 DESTINY USA DR,LARCENY,
-8473600.78871266,5321758.29937567,361,2018/02/06,0911,0911,200 MELROSE AV,BURGLARY,
,,362,2018/01/27,1830,2000,0 DESTINY USA DR,LARCENY,
-8471409.68720091,5319420.47957871,363,2018/02/06,1105,1105,200 W  FAYETTE ST,BURGLARY,
-8476946.05071919,5320895.77450864,364,2018/02/06,1400,1400,400 BUTTERNUT ST,LARCENY,
-8477665.39721547,5319413.62468986,365,2018/02/06,1459,1459,300 W  FAYETTE ST,LARCENY,
-8477061.05465685,5319127.96247733,366,2018/01/27,1645,1755,200 E  JEFFERSON ST,MV THEFT,
-8479571.57511555,5317752.72485802,367,2018/01/27,1700,1700,1000 S  GEDDES ST,LARCENY,
-8475539.91859105,5318098.94459054,368,2018/02/06,1700,0830,900 S  CROUSE AV,LARCENY,
-8476226.06994755,5311628.57465892,369,2018/01/26,1800,1800,4900 S  SALINA ST,ROBBERY,
-8477235.85702176,5319378.90082449,370,2018/01/26,2103,2103,300 S  SALINA ST,LARCENY,
-8477262.1830866,5315586.83586903,371,2018/01/28,1730,1955,100 HOPE AV,LARCENY,
-8477843.73105562,5321556.7164164,372,2018/02/07,2314,2314,100 KIRKPATRICK ST,LARCENY,
-8477814.08682267,5320601.81146015,373,2018/01/28,1330,1345,100 SOLAR ST,LARCENY,
,,374,2018/01/28,1337,1337,0 DESTINY USA DR,LARCENY,
-8475013.43301769,5317338.18718945,375,2018/02/07,1600,1400,100 MOUNT OLYMPUS DR,LARCENY,
-8475129.47545697,5320764.12680851,376,2018/01/28,0234,0234,100 LINCOLN PARK DR,BURGLARY,
-8475233.20063275,5318691.94674829,377,2018/01/28,1731,1731,1000 HARRISON ST,BURGLARY,
-8473519.63672753,5318138.69763129,378,2018/02/08,1200,1200,100 VICTORIA PL,LARCENY,
-8482066.79111503,5316760.50905969,379,2018/01/28,2206,2206,4600 ONONDAGA BLVD,LARCENY,
-8477233.90113266,5319517.41915611,380,2018/01/27,1600,0800,200 S  SALINA ST,LARCENY,
-8477232.58705787,5323756.53643477,381,2018/02/08,1132,1132,200 WILLUMAE DR,BURGLARY,A
-8472735.16825978,5329331.09357306,382,2018/02/08,1117,1117,1000 COL EILEEN COLLINS BLVD,MV THEFT,
-8476171.01579833,5321243.5864632,383,2018/01/28,2119,2119,200 S  ALVORD ST,ROBBERY,
-8477311.21442546,5313230.78978432,384,2018/01/28,2205,2205,500 PACIFIC AV,LARCENY,
-8477137.07506145,5322012.70326461,385,2018/01/28,1221,1221,500 POND ST,LARCENY,
-8474423.82938444,5322408.33093954,386,2018/02/08,1500,0900,400 DURSTON AV,LARCENY,
-8475301.97314947,5319282.01125634,387,2018/02/08,1411,1412,300 UNIVERSITY PL,LARCENY,
-8477597.18153645,5319680.73870244,388,2018/01/28,1751,1751,300 W  WATER ST,LARCENY,
-8474679.35947494,5313673.45942547,389,2018/01/29,1429,1429,200 AINSLEY DR,LARCENY,
-8478392.06783644,5323148.47896607,390,2018/01/29,1300,1300,1600 SPRING ST,LARCENY,
-8474802.89409707,5318686.46424007,391,2018/01/29,0000,0600,1200 HARRISON ST,BURGLARY,
-8473477.05712255,5321765.15599799,392,2018/02/09,2230,0615,300 MELROSE AV,MV THEFT,
-8476484.87398492,5317524.59788668,393,2018/01/30,1521,1521,100 GRAPE TER,LARCENY,
-8475851.93758563,5319354.02614834,394,2018/01/29,1900,0545,800 E  FAYETTE ST,MV THEFT,
-8471839.41596096,5320436.95501875,395,2018/01/30,1337,1337,100 SIMON DR,LARCENY,
-8473992.52202425,5317790.52194434,396,2018/02/09,1504,1504,500 CLARENDON ST,LARCENY,
,,397,2018/01/31,0012,0012,UNKNOWN,MV THEFT,
-8477384.97401508,5319283.99277981,398,2018/01/30,2230,2245,100 WALTON ST,LARCENY,
-8478500.293616,5319067.16558577,399,2018/01/30,0800,0800,400 MARCELLUS ST,LARCENY,
-8474209.24451348,5320952.18821372,400,2018/01/31,1341,1341,100 HERBST AV,MV THEFT,
,,401,2018/01/31,1300,1310,100 SIMS DR,LARCENY,
-8478270.28082727,5317412.84797084,402,2018/01/31,0836,0836,200 RICH ST,LARCENY,
-8479571.57511555,5317752.72485802,403,2018/01/30,1218,1218,1000 S  GEDDES ST,LARCENY,
-8480630.68529822,5319702.54584864,404,2018/01/31,1845,0225,200 SCHUYLER ST,LARCENY,
-8476516.70128697,5315595.79278105,405,2018/01/31,2043,2043,200 WEBSTER AV,AGGRAVATED ASSAULT,
-8471998.59416005,5322475.15228557,406,2018/01/31,1600,1100,100 N  MIDLER AV,LARCENY,
-8474260.17457248,5320810.94532289,407,2018/01/31,2250,2250,200 ROBINSON ST,BURGLARY,
-8474691.33008396,5321031.52431407,408,2018/02/11,1530,1630,200 SEDGWICK ST,BURGLARY,
-8473596.7812227,5319122.98085366,409,2018/02/11,1800,1200,300 LEXINGTON AV,LARCENY,
-8470349.33632784,5321290.87704499,410,2018/01/31,1600,1600,3400 BURNET AV,MV THEFT,
-8470349.33632784,5321290.87704499,411,2018/01/31,1600,1600,3400 BURNET AV,MV THEFT,
-8474270.29799788,5320966.65402458,412,2018/01/31,1900,0730,600 VINE ST,LARCENY,
-8476837.84818719,5314713.70673277,413,2018/02/12,2109,2109,2200 MIDLAND AV,ROBBERY,
-8477972.43178106,5317061.9399109,414,2018/01/31,1704,1708,600 SOUTH AV,LARCENY,
-8479329.10170752,5318776.03453717,415,2018/01/31,2116,2116,300 S  GEDDES ST,MV THEFT,
-8481634.32668743,5319383.46299375,416,2018/02/12,0625,1525,400 AVERY AV,LARCENY,
-8481810.61480699,5316898.704514,417,2018/01/31,2053,2053,4700 ONONDAGA BLVD,ROBBERY,
-8474019.80163253,5320629.31734463,418,2018/01/31,2027,2027,500 WINTON ST,LARCENY,
-8478042.10245731,5317965.9789646,419,2018/02/12,1200,1200,600 W  ONONDAGA ST,BURGLARY,
-8477078.73327197,5316726.65163413,420,2018/02/01,1200,1500,200 FURMAN ST,LARCENY,
,,421,2018/02/01,1613,1613,0 DESTINY USA DR,LARCENY,
-8478770.98647797,5319737.40669009,422,2018/02/01,1516,1516,200 VAN RENSSELAER ST,LARCENY,
-8475701.13624576,5320682.19897192,423,2018/01/31,0715,0715,900 JAMES ST,LARCENY,
-8476790.12232016,5314493.62586775,424,2018/02/01,0415,0800,300 W  PLEASANT AV,LARCENY,
-8476211.17507495,5322419.30230646,425,2018/02/13,0257,0257,1300 BUTTERNUT ST,LARCENY,
-8470752.63542432,5320122.60421815,426,2018/02/02,1700,1700,100 POLK ST,LARCENY,
,,427,2018/02/02,1407,1407,0 DESTINY USA DR,LARCENY,
-8476359.73617276,5320892.90653241,428,2018/02/02,1035,1035,1200 LODI ST,LARCENY,
-8473025.89856769,5318577.36100851,429,2018/02/01,0000,0000,600 WESTMORELAND AV,LARCENY,
-8477369.40787521,5313027.55294714,430,2018/02/02,1620,2010,400 LOOMIS AV,LARCENY,
-8471858.51443641,5320115.25636691,431,2018/02/02,1400,1500,2500 ERIE BLVD E,LARCENY,
-8476349.93485705,5322897.94153864,432,2018/02/14,2225,0925,200 WARHAM ST,LARCENY,
-8474907.73509838,5318643.1641075,433,2018/02/14,1810,1415,300 COMSTOCK AV,LARCENY,
-8477384.62195052,5319378.88704392,434,2018/02/02,1531,1531,300 S  CLINTON ST,LARCENY,
-8477972.43178106,5317061.9399109,435,2018/02/02,1520,1520,600 SOUTH AV,LARCENY,
-8476859.72864988,5318708.59477246,436,2018/02/02,1541,1541,600 MONTGOMERY ST,LARCENY,A
-8476117.19457497,5313596.23157235,437,2018/02/01,0403,0403,3900 S  SALINA ST,ROBBERY,
-8474855.13676198,5312632.46256567,438,2018/02/14,0425,0425,900 E  BRIGHTON AV,LARCENY,
-8477572.43021973,5314502.1820955,439,2018/02/03,1930,0830,100 BALDWIN AV,BURGLARY,
-8478078.83269981,5323691.39349459,440,2018/02/02,1200,0820,800 WOLF ST,LARCENY,
-8472854.79578435,5319656.86243195,441,2018/02/04,2200,2355,100 CROLY ST,LARCENY,
-8477183.4951778,5319493.14196284,442,2018/02/15,0016,0016,100 WASHINGTON SQ,AGGRAVATED ASSAULT,
-8476211.17507495,5322419.30230646,443,2018/02/15,0215,0215,1300 BUTTERNUT ST,AGGRAVATED ASSAULT,
,,444,2018/02/02,1027,1027,9500 DESTINY USA DR,LARCENY,
-8477883.80610539,5313042.09813408,445,2018/02/15,0301,0301,300 MAINS AV,BURGLARY,
,,446,2018/02/03,2140,2200,0 DESTINY USA DR,LARCENY,
,,447,2018/02/05,1817,1817,UNKNOWN,ROBBERY,A
-8472755.70678272,5322908.91346079,448,2018/02/15,2100,0600,300 MARLBOROUGH RD,LARCENY,
-8476471.45640108,5323975.64959801,449,2018/02/04,1100,1200,1600 COURT ST,LARCENY,
-8478270.28082727,5317412.84797084,450,2018/02/04,1435,1435,200 RICH ST,AGGRAVATED ASSAULT,
-8476399.5326421,5323491.56614409,451,2018/02/04,1145,1145,200 ROSS PK,LARCENY,
,,452,2018/02/04,1115,1115,0 DESTINY USA DR,LARCENY,
-8477014.67917707,5324464.31932793,453,2018/02/16,0915,0915,1500 LEMOYNE AV,LARCENY,
-8477213.51076678,5319772.15859175,454,2018/02/05,1130,1145,100 JAMES ST,LARCENY,
,,455,2018/02/05,1330,1330,0 DESTINY USA DR,LARCENY,
-8477137.40896208,5323952.68013648,456,2018/02/16,1530,1630,200 SEVENTH NORTH ST,LARCENY,
-8477983.49269844,5320140.27374303,457,2018/02/16,1404,1404,500 E  GENESEE ST,LARCENY,
-8478399.91651862,5318761.05613848,458,2018/02/04,2156,2156,400 TIOGA ST,BURGLARY,
-8480156.09938552,5316962.78669697,459,2018/02/05,0630,0650,1400 BELLEVUE AV,LARCENY,
-8477231.08418952,5318644.53492912,460,2018/02/16,0800,1600,500 S  SALINA ST,LARCENY,
-8477463.3760708,5321120.25014006,461,2018/02/05,0400,1628,1000 N  STATE ST,AGGRAVATED ASSAULT,
-8478398.44101986,5315327.0803766,462,2018/02/05,1324,1324,200 CRADDOCK ST,BURGLARY,
-8477199.52524623,5318437.53592686,463,2018/02/16,0900,1425,600 S  SALINA ST,LARCENY,
,,464,2018/02/06,1629,1629,UNKNOWN,MV THEFT,
-8475634.45191125,5318461.85740987,465,2018/02/05,2300,0100,700 IRVING AV,LARCENY,
-8475634.45191125,5318461.85740987,466,2018/02/05,0850,0850,700 IRVING AV,ROBBERY,
-8473204.54702027,5315146.72954504,467,2018/02/17,0011,0011,100 SLOCUM DR,LARCENY,
-8474850.1273568,5322686.73374888,468,2018/02/17,0200,0200,100 WOODLAWN TER,LARCENY,
-8477972.16461517,5322229.47194197,469,2018/02/05,0035,0035,300 COURT ST,MV THEFT,
-8476219.1901049,5321887.20500844,470,2018/02/17,1100,1420,1100 BUTTERNUT ST,BURGLARY,
,,471,2018/02/06,1245,1245,0 DESTINY USA DR,LARCENY,
-8474004.54449913,5319309.43047088,472,2018/02/17,0055,0059,1600 E  FAYETTE ST,AGGRAVATED ASSAULT,
,,473,2018/02/06,1325,1325,0 DESTINY USA DR,LARCENY,
-8471975.74669769,5323214.76209439,474,2018/02/17,1943,1943,300 N  MIDLER AV,ROBBERY,
-8477119.37509536,5315011.06516709,475,2018/02/17,2126,2126,400 E  BRIGHTON AV,ROBBERY,A
-8476708.10534019,5320961.59238251,476,2018/02/17,0540,0540,500 BUTTERNUT ST,LARCENY,
,,477,2018/02/06,1331,1331,0 DESTINY USA DR,LARCENY,
,,478,2018/02/06,1543,1543,0 DESTINY USA DR,LARCENY,
-8478042.10245731,5317965.9789646,479,2018/02/17,1300,1342,600 W  ONONDAGA ST,AGGRAVATED ASSAULT,
-8471794.90827985,5319405.39866544,480,2018/02/18,1300,1316,100 E  FAYETTE ST,LARCENY,
-8475538.67140051,5312173.52515879,481,2018/02/06,1800,1540,100 MAYWOOD DR,BURGLARY,
,,482,2018/02/06,1323,1323,0 DESTINY USA DR,LARCENY,
-8475565.46635732,5315937.45887923,483,2018/02/18,1815,1847,100 MOORE AV,LARCENY,
-8473886.32322984,5315238.54386441,484,2018/02/18,0700,1610,200 SMALL RD,LARCENY,
-8478208.41377737,5318714.44961407,485,2018/02/18,2314,2314,400 FABIUS ST,LARCENY,
-8474674.40496368,5316522.97356869,486,2018/02/06,1846,1846,1000 COMSTOCK AV,LARCENY,
,,487,2018/02/06,2110,2110,0 DESTINY USA DR,LARCENY,
-8476031.57248407,5314602.04830846,488,2018/02/06,1908,1908,100 W  PLEASANT AV,AGGRAVATED ASSAULT,
-8476332.4020611,5318451.24423154,489,2018/02/18,1325,1329,900 S  MCBRIDE ST,AGGRAVATED ASSAULT,
-8476235.22013082,5318448.50264875,490,2018/02/19,1820,1820,100 TYLER CT,MV THEFT,
-8481031.43499378,5319259.49032652,491,2018/02/06,1720,1720,200 MILTON AV,LARCENY,
-8473961.9647155,5320173.17995023,492,2018/02/19,1519,1519,1200 BURNET AV,MV THEFT,
-8476317.57211242,5321556.78573321,493,2018/02/06,1600,1200,700 PARK ST,LARCENY,
-8468727.43765926,5317589.77039471,494,2018/02/06,2216,2216,4100 E  GENESEE ST,LARCENY,
-8476068.9087905,5320047.04009615,495,2018/02/19,1055,1055,300 HAWLEY AV,LARCENY,
-8478398.72969287,5315344.30495046,496,2018/02/07,0000,0000,100 ANNETTA ST,LARCENY,
,,497,2018/02/06,1530,1600,9700 DESTINY USA DR,LARCENY,
-8476192.04628459,5315113.72042169,498,2018/02/07,1343,1343,100 E  BRIGHTON AV,LARCENY,
-8474683.81597047,5317472.51461835,499,2018/02/20,1500,0900,200 EUCLID AV,LARCENY,
-8476559.32684532,5317653.44855208,500,2018/02/20,2106,2106,200 TOWERS LN,LARCENY,
-8476232.71545032,5311085.87332296,501,2018/02/20,0744,0744,100 W  WARRINGTON RD,LARCENY,
-8480943.53358143,5318947.50204769,502,2018/02/20,0230,0900,400 TENNYSON AV,LARCENY,
-8478022.65821197,5315614.78702787,503,2018/02/07,0600,0820,1400 SOUTH AV,MV THEFT,
-8473987.51264352,5317168.22469468,504,2018/02/20,2257,2257,900 LANCASTER AV,BURGLARY,
-8476213.71967938,5313029.47870165,505,2018/02/06,0600,0600,4300 S  SALINA ST,BURGLARY,
,,506,2018/02/07,1416,1416,0 DESTINY USA DR,LARCENY,
-8473991.76688763,5317676.82991304,507,2018/02/07,2155,2155,100 REDFIELD PL,LARCENY,
-8478863.64021935,5317982.42823354,508,2018/02/21,0030,0030,100 DAVIS ST,BURGLARY,
-8474209.24451348,5320952.18821372,509,2018/02/07,1600,2100,100 HERBST AV,LARCENY,
-8479141.77766665,5317679.31320282,510,2018/02/07,1830,0700,500 DELAWARE ST,LARCENY,
-8476222.69668355,5321729.50153067,511,2018/02/21,1000,1000,1000 BUTTERNUT ST,AGGRAVATED ASSAULT,
-8477202.49597903,5321930.59439749,512,2018/02/08,0240,0240,100 STEUBEN ST,BURGLARY,
-8472759.21336404,5320905.37290669,513,2018/02/21,2122,2122,500 STAFFORD AV,BURGLARY,
-8474828.08609832,5318377.21919407,514,2018/02/21,1601,2115,400 COMSTOCK AV,LARCENY,
-8480427.95955628,5319337.68376761,515,2018/02/08,2350,0001,100 CRYSLER ST,BURGLARY,
-8477210.04485393,5321030.15313361,516,2018/02/21,0400,0400,600 N  SALINA ST,AGGRAVATED ASSAULT,
,,517,2018/02/08,1600,1300,0 DESTINY USA DR,MV THEFT,
-8473520.13775077,5317070.90881115,518,2018/02/22,2204,2204,1000 WESTCOTT ST,LARCENY,
-8472109.49710946,5317649.33631943,519,2018/02/22,0800,1500,200 STANDISH DR,LARCENY,
,,520,2018/02/08,1715,1715,0 DESTINY USA DR,LARCENY,
-8469538.1838793,5317789.15119454,521,2018/02/22,1330,1335,200 DEWITT ST,LARCENY,
-8471955.2083353,5321721.27359073,522,2018/02/22,1123,1123,300 S  MIDLER AV,LARCENY,
-8475257.25637765,5318298.7397161,523,2018/02/07,1725,1725,800 UNIVERSITY AV,LARCENY,
-8477291.19680058,5319070.88526748,524,2018/02/22,1720,0900,400 S  SALINA ST,BURGLARY,
-8473983.04220622,5322999.660331,525,2018/02/08,1302,1302,1800 TEALL AV,AGGRAVATED ASSAULT,
-8476767.21594239,5322038.05421446,526,2018/02/22,2230,0700,500 CARBON ST,MV THEFT,
-8470387.21387506,5320339.52204345,527,2018/02/08,1207,1207,2900 ERIE BLVD E,MV THEFT,
-8479989.896479,5316824.23594665,528,2018/02/08,1325,1325,400 GRANT AV,BURGLARY,
-8475107.10843412,5318278.51990242,529,2018/02/23,1041,1041,300 WALNUT PL,LARCENY,
-8481810.61480699,5316898.704514,530,2018/02/08,0209,0209,4700 ONONDAGA BLVD,LARCENY,
-8476631.0300064,5321087.40074851,531,2018/02/08,1342,1342,600 BUTTERNUT ST,LARCENY,
-8477417.93405887,5321411.36003403,532,2018/02/23,1200,1200,800 N  SALINA ST,LARCENY,
,,533,2018/02/09,1230,1230,0 DESTINY USA DR,LARCENY,
,,534,2018/02/09,1722,1722,0 DESTINY USA DR,LARCENY,
,,535,2018/02/09,2055,2055,0 DESTINY USA DR,LARCENY,
-8476773.42150217,5314232.73085483,536,2018/02/09,1730,1000,300 PRIMROSE AV,MV THEFT,
-8474589.63966786,5317956.59450857,537,2018/02/09,0200,1000,700 OSTROM AV,LARCENY,
-8480157.5623272,5316784.44955372,538,2018/02/24,1511,1511,200 DUANE ST,BURGLARY,
-8480678.03666923,5319990.82625762,539,2018/02/24,0500,0500,1800 E  FAYETTE ST,AGGRAVATED ASSAULT,
-8477688.86653521,5313344.53934492,540,2018/02/09,1650,1540,800 VALLEY DR,BURGLARY,
-8476201.57126468,5320346.27968871,541,2018/02/09,1505,1511,700 JAMES ST,AGGRAVATED ASSAULT,
-8480931.01016949,5318767.91405761,542,2018/02/24,2300,0605,300 BURNET PARK DR,LARCENY,
-8473857.26878097,5321278.34724816,543,2018/02/24,0300,1200,400 BOYDEN ST,MV THEFT,
-8471955.2083353,5321721.27359073,544,2018/02/24,0057,0057,300 S  MIDLER AV,AGGRAVATED ASSAULT,
-8478541.53725379,5318251.10354516,545,2018/02/24,2010,2225,700 OSWEGO ST,AGGRAVATED ASSAULT,
-8476833.84061713,5322737.47800322,546,2018/02/24,0928,0928,700 FIRST NORTH ST,LARCENY,
-8471794.90827985,5319405.39866544,547,2018/02/25,1845,2000,100 W  FAYETTE ST,LARCENY,
